"content_id","title","description","total_seasons","imdb_score","release_dates","play_time","content_rating","total_episodes","content_type","imdb_link","last_updated","imdb_score_votes","rating_details","languages"
11,"The Civil War","A comprehensive survey of the American Civil War.",1,"9.2","1990","11h 20min",5,1,3,"http://www.imdb.com/title/tt0098769/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_15","2017-12-20 11:42:55.151911",8300,"{'total_votes': 8300, 'females': {'all_votes': {'total_votes': 730, 'rating': 9.2}, 'aged_18_29': {'total_votes': 111, 'rating': 8.7}, 'aged_under_18': {'total_votes': 2, 'rating': 10.0}, 'aged_30_44': {'total_votes': 254, 'rating': 9.1}, 'aged_over_45': {'total_votes': 326, 'rating': 9.4}}, 'votes_per_ratings': {'1': 488, '5': 89, '8': 721, '4': 34, '2': 47, '6': 135, '7': 310, '3': 31, '10': 4773, '9': 1672}, 'all_genders': {'all_votes': {'total_votes': 8300, 'rating': 9.2}, 'aged_18_29': {'total_votes': 974, 'rating': 8.7}, 'aged_under_18': {'total_votes': 16, 'rating': 6.3}, 'aged_30_44': {'total_votes': 2614, 'rating': 9.2}, 'aged_over_45': {'total_votes': 2326, 'rating': 9.5}}, 'males': {'all_votes': {'total_votes': 5431, 'rating': 9.2}, 'aged_18_29': {'total_votes': 856, 'rating': 8.8}, 'aged_under_18': {'total_votes': 14, 'rating': 5.6}, 'aged_30_44': {'total_votes': 2330, 'rating': 9.2}, 'aged_over_45': {'total_votes': 1970, 'rating': 9.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0098769/ratings?ref_=tt_ov_rt'}","['English']"
12,"The Twilight Zone","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.",5,"9.0","1959–1964","51min",4,156,1,"http://www.imdb.com/title/tt0052520/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_17","2017-12-20 11:43:00.653633",51971,"{'total_votes': 51971, 'females': {'all_votes': {'total_votes': 8224, 'rating': 9.0}, 'aged_18_29': {'total_votes': 2892, 'rating': 9.1}, 'aged_under_18': {'total_votes': 27, 'rating': 9.0}, 'aged_30_44': {'total_votes': 3152, 'rating': 9.0}, 'aged_over_45': {'total_votes': 1825, 'rating': 9.1}}, 'votes_per_ratings': {'1': 5830, '5': 457, '8': 6173, '4': 218, '2': 229, '6': 911, '7': 2459, '3': 220, '10': 23395, '9': 12079}, 'all_genders': {'all_votes': {'total_votes': 51971, 'rating': 9.0}, 'aged_18_29': {'total_votes': 14792, 'rating': 8.9}, 'aged_under_18': {'total_votes': 155, 'rating': 9.0}, 'aged_30_44': {'total_votes': 16467, 'rating': 9.0}, 'aged_over_45': {'total_votes': 9122, 'rating': 9.1}}, 'males': {'all_votes': {'total_votes': 33478, 'rating': 9.0}, 'aged_18_29': {'total_votes': 11785, 'rating': 8.8}, 'aged_under_18': {'total_votes': 127, 'rating': 9.0}, 'aged_30_44': {'total_votes': 13146, 'rating': 9.0}, 'aged_over_45': {'total_votes': 7164, 'rating': 9.1}}, 'rating_page_link': 'http://www.imdb.com/title/tt0052520/ratings?ref_=tt_ov_rt'}","['English']"
13,"Firefly","Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",1,"9.1","2002–2003","44min",5,14,1,"http://www.imdb.com/title/tt0303461/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_19","2017-12-20 11:43:33.771776",208350,"{'total_votes': 208350, 'females': {'all_votes': {'total_votes': 33622, 'rating': 9.2}, 'aged_18_29': {'total_votes': 12431, 'rating': 9.2}, 'aged_under_18': {'total_votes': 37, 'rating': 8.8}, 'aged_30_44': {'total_votes': 15104, 'rating': 9.2}, 'aged_over_45': {'total_votes': 4476, 'rating': 9.2}}, 'votes_per_ratings': {'1': 8287, '5': 1830, '8': 23260, '4': 1019, '2': 702, '6': 3757, '7': 9666, '3': 775, '10': 114083, '9': 44971}, 'all_genders': {'all_votes': {'total_votes': 208350, 'rating': 9.1}, 'aged_18_29': {'total_votes': 59660, 'rating': 9.1}, 'aged_under_18': {'total_votes': 213, 'rating': 9.0}, 'aged_30_44': {'total_votes': 83768, 'rating': 9.1}, 'aged_over_45': {'total_votes': 21284, 'rating': 9.0}}, 'males': {'all_votes': {'total_votes': 136669, 'rating': 9.0}, 'aged_18_29': {'total_votes': 46695, 'rating': 9.1}, 'aged_under_18': {'total_votes': 174, 'rating': 9.0}, 'aged_30_44': {'total_votes': 67757, 'rating': 9.0}, 'aged_over_45': {'total_votes': 16465, 'rating': 9.0}}, 'rating_page_link': 'http://www.imdb.com/title/tt0303461/ratings?ref_=tt_ov_rt'}","['English', 'Mandarin']"
14,"Last Week Tonight with John Oliver","Former Daily Show host and correspondent John Oliver brings his persona to this new weekly news satire program.",4,"9.0","2014–","30min",6,119,1,"http://www.imdb.com/title/tt3530232/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_21","2017-12-20 11:43:42.359106",54662,"{'total_votes': 54662, 'females': {'all_votes': {'total_votes': 6170, 'rating': 9.3}, 'aged_18_29': {'total_votes': 2957, 'rating': 9.4}, 'aged_under_18': {'total_votes': 34, 'rating': 8.7}, 'aged_30_44': {'total_votes': 2092, 'rating': 9.2}, 'aged_over_45': {'total_votes': 645, 'rating': 9.0}}, 'votes_per_ratings': {'1': 2530, '5': 454, '8': 6502, '4': 272, '2': 298, '6': 725, '7': 2205, '3': 259, '10': 26089, '9': 15328}, 'all_genders': {'all_votes': {'total_votes': 54662, 'rating': 9.0}, 'aged_18_29': {'total_votes': 20789, 'rating': 9.1}, 'aged_under_18': {'total_votes': 275, 'rating': 8.8}, 'aged_30_44': {'total_votes': 14458, 'rating': 9.0}, 'aged_over_45': {'total_votes': 3118, 'rating': 8.6}}, 'males': {'all_votes': {'total_votes': 34867, 'rating': 9.0}, 'aged_18_29': {'total_votes': 17591, 'rating': 9.1}, 'aged_under_18': {'total_votes': 238, 'rating': 8.8}, 'aged_30_44': {'total_votes': 12168, 'rating': 9.0}, 'aged_over_45': {'total_votes': 2410, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt3530232/ratings?ref_=tt_ov_rt'}","['English']"
15,"Fargo","Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, ND.",3,"9.0","2014–","53min",6,30,1,"http://www.imdb.com/title/tt2802850/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_23","2017-12-20 11:44:03.693316",226620,"{'total_votes': 226620, 'females': {'all_votes': {'total_votes': 26763, 'rating': 8.8}, 'aged_18_29': {'total_votes': 11188, 'rating': 8.9}, 'aged_under_18': {'total_votes': 71, 'rating': 8.9}, 'aged_30_44': {'total_votes': 9932, 'rating': 8.8}, 'aged_over_45': {'total_votes': 3447, 'rating': 8.8}}, 'votes_per_ratings': {'1': 1854, '5': 1377, '8': 36949, '4': 666, '2': 434, '6': 3214, '7': 10475, '3': 495, '10': 85869, '9': 85287}, 'all_genders': {'all_votes': {'total_votes': 226620, 'rating': 9.0}, 'aged_18_29': {'total_votes': 75799, 'rating': 9.1}, 'aged_under_18': {'total_votes': 570, 'rating': 9.3}, 'aged_30_44': {'total_votes': 66984, 'rating': 8.9}, 'aged_over_45': {'total_votes': 17708, 'rating': 8.9}}, 'males': {'all_votes': {'total_votes': 146176, 'rating': 9.0}, 'aged_18_29': {'total_votes': 63848, 'rating': 9.1}, 'aged_under_18': {'total_votes': 496, 'rating': 9.3}, 'aged_30_44': {'total_votes': 55975, 'rating': 8.9}, 'aged_over_45': {'total_votes': 13941, 'rating': 8.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt2802850/ratings?ref_=tt_ov_rt'}","['English']"
16,"Game of Thrones","Nine noble families fight for control over the mythical lands of Westeros, while a forgotten race returns after being dormant for thousands of years.",7,"9.5","2011–","57min",6,67,1,"http://www.imdb.com/title/tt0944947/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_4","2017-12-20 11:44:46.735101",1268761,"{'total_votes': 1268761, 'females': {'aged_18_29': {'total_votes': 104637, 'rating': 9.5}, 'all_votes': {'total_votes': 203198, 'rating': 9.5}, 'aged_30_44': {'total_votes': 63078, 'rating': 9.4}, 'aged_under_18': {'total_votes': 1144, 'rating': 9.6}, 'aged_over_45': {'total_votes': 13345, 'rating': 9.3}}, 'rating_page_link': 'http://www.imdb.com/title/tt0944947/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 472266, 'rating': 9.6}, 'all_votes': {'total_votes': 1268761, 'rating': 9.5}, 'aged_30_44': {'total_votes': 317408, 'rating': 9.4}, 'aged_under_18': {'total_votes': 4932, 'rating': 9.6}, 'aged_over_45': {'total_votes': 56564, 'rating': 9.2}}, 'males': {'aged_18_29': {'total_votes': 363331, 'rating': 9.6}, 'all_votes': {'total_votes': 740004, 'rating': 9.5}, 'aged_30_44': {'total_votes': 249485, 'rating': 9.4}, 'aged_under_18': {'total_votes': 3759, 'rating': 9.6}, 'aged_over_45': {'total_votes': 42153, 'rating': 9.2}}, 'votes_per_ratings': {'3': 3160, '5': 6185, '8': 73752, '4': 3499, '1': 28263, '2': 2909, '6': 9694, '7': 24542, '10': 887075, '9': 229682}}","['English']"
17,"Life","»",1,"9.1","2009","7h 53min",3,1,3,"http://www.imdb.com/title/tt1533395/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_12","2017-12-20 11:45:07.828753",29430,"{'total_votes': 29430, 'females': {'aged_18_29': {'total_votes': 1311, 'rating': 9.2}, 'all_votes': {'total_votes': 2833, 'rating': 9.2}, 'aged_30_44': {'total_votes': 1072, 'rating': 9.2}, 'aged_under_18': {'total_votes': 4, 'rating': 9.2}, 'aged_over_45': {'total_votes': 317, 'rating': 8.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt1533395/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 10895, 'rating': 9.2}, 'all_votes': {'total_votes': 29430, 'rating': 9.1}, 'aged_30_44': {'total_votes': 9867, 'rating': 9.2}, 'aged_under_18': {'total_votes': 65, 'rating': 9.1}, 'aged_over_45': {'total_votes': 1993, 'rating': 8.9}}, 'males': {'aged_18_29': {'total_votes': 9487, 'rating': 9.2}, 'all_votes': {'total_votes': 20740, 'rating': 9.2}, 'aged_30_44': {'total_votes': 8711, 'rating': 9.2}, 'aged_under_18': {'total_votes': 60, 'rating': 9.1}, 'aged_over_45': {'total_votes': 1651, 'rating': 8.9}}, 'votes_per_ratings': {'3': 82, '5': 191, '8': 3421, '4': 77, '1': 2976, '2': 101, '6': 277, '7': 915, '10': 12675, '9': 8715}}","['English']"
18,"Human Planet","»",1,"9.1","2011","50min",4,1,3,"http://www.imdb.com/title/tt1806234/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_16","2017-12-20 11:45:18.13185",17129,"{'total_votes': 17129, 'females': {'aged_18_29': {'total_votes': 852, 'rating': 9.3}, 'all_votes': {'total_votes': 1733, 'rating': 9.1}, 'aged_30_44': {'total_votes': 618, 'rating': 9.1}, 'aged_under_18': {'total_votes': 2, 'rating': 9.5}, 'aged_over_45': {'total_votes': 176, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt1806234/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 5948, 'rating': 9.2}, 'all_votes': {'total_votes': 17129, 'rating': 9.1}, 'aged_30_44': {'total_votes': 6188, 'rating': 9.1}, 'aged_under_18': {'total_votes': 41, 'rating': 8.8}, 'aged_over_45': {'total_votes': 1134, 'rating': 8.7}}, 'males': {'aged_18_29': {'total_votes': 5026, 'rating': 9.2}, 'all_votes': {'total_votes': 12096, 'rating': 9.1}, 'aged_30_44': {'total_votes': 5495, 'rating': 9.1}, 'aged_under_18': {'total_votes': 38, 'rating': 8.8}, 'aged_over_45': {'total_votes': 940, 'rating': 8.7}}, 'votes_per_ratings': {'3': 32, '5': 117, '8': 2361, '4': 53, '1': 397, '2': 32, '6': 200, '7': 688, '10': 7765, '9': 5484}}","['English']"
19,"True Detective","Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",2,"9.0","2014–","55min",6,16,1,"http://www.imdb.com/title/tt2356777/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_20","2017-12-20 11:45:23.124597",381809,"{'total_votes': 381809, 'females': {'aged_18_29': {'total_votes': 21752, 'rating': 9.0}, 'all_votes': {'total_votes': 49391, 'rating': 8.9}, 'aged_30_44': {'total_votes': 19021, 'rating': 8.9}, 'aged_under_18': {'total_votes': 87, 'rating': 8.6}, 'aged_over_45': {'total_votes': 4832, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt2356777/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 138099, 'rating': 9.2}, 'all_votes': {'total_votes': 381809, 'rating': 9.0}, 'aged_30_44': {'total_votes': 115945, 'rating': 9.0}, 'aged_under_18': {'total_votes': 636, 'rating': 9.1}, 'aged_over_45': {'total_votes': 23079, 'rating': 8.8}}, 'males': {'aged_18_29': {'total_votes': 114953, 'rating': 9.2}, 'all_votes': {'total_votes': 247794, 'rating': 9.1}, 'aged_30_44': {'total_votes': 95195, 'rating': 9.0}, 'aged_under_18': {'total_votes': 543, 'rating': 9.2}, 'aged_over_45': {'total_votes': 17789, 'rating': 8.8}}, 'votes_per_ratings': {'3': 993, '5': 3020, '8': 55036, '4': 1469, '1': 4389, '2': 930, '6': 5995, '7': 18257, '10': 172696, '9': 119024}}","['English']"
20,"Death Note","An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.",1,"9.0","2006–2007","24min",5,37,1,"http://www.imdb.com/title/tt0877057/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_25","2017-12-20 11:45:47.937993",148412,"{'total_votes': 148412, 'females': {'aged_18_29': {'total_votes': 12825, 'rating': 9.0}, 'all_votes': {'total_votes': 18352, 'rating': 8.9}, 'aged_30_44': {'total_votes': 3610, 'rating': 8.7}, 'aged_under_18': {'total_votes': 222, 'rating': 8.9}, 'aged_over_45': {'total_votes': 459, 'rating': 8.1}}, 'rating_page_link': 'http://www.imdb.com/title/tt0877057/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 74779, 'rating': 9.1}, 'all_votes': {'total_votes': 148412, 'rating': 9.0}, 'aged_30_44': {'total_votes': 25714, 'rating': 8.8}, 'aged_under_18': {'total_votes': 1051, 'rating': 9.1}, 'aged_over_45': {'total_votes': 2528, 'rating': 8.0}}, 'males': {'aged_18_29': {'total_votes': 61357, 'rating': 9.1}, 'all_votes': {'total_votes': 92901, 'rating': 9.0}, 'aged_30_44': {'total_votes': 21794, 'rating': 8.8}, 'aged_under_18': {'total_votes': 822, 'rating': 9.2}, 'aged_over_45': {'total_votes': 2013, 'rating': 8.0}}, 'votes_per_ratings': {'3': 370, '5': 1064, '8': 18999, '4': 514, '1': 5037, '2': 345, '6': 2383, '7': 7064, '10': 69016, '9': 43620}}","['Japanese']"
21,"One Punch Man","The story of Saitama, a hero who is a hero just for fun & can defeat his enemies with a single punch.",1,"9.0","2015–","24min",4,12,1,"http://www.imdb.com/title/tt4508902/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_27","2017-12-20 11:45:58.94615",55633,"{'total_votes': 55633, 'females': {'aged_18_29': {'total_votes': 1871, 'rating': 8.9}, 'all_votes': {'total_votes': 2689, 'rating': 8.8}, 'aged_30_44': {'total_votes': 385, 'rating': 8.5}, 'aged_under_18': {'total_votes': 57, 'rating': 8.0}, 'aged_over_45': {'total_votes': 84, 'rating': 7.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt4508902/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 24936, 'rating': 9.0}, 'all_votes': {'total_votes': 55633, 'rating': 9.0}, 'aged_30_44': {'total_votes': 6839, 'rating': 8.8}, 'aged_under_18': {'total_votes': 585, 'rating': 8.8}, 'aged_over_45': {'total_votes': 750, 'rating': 8.1}}, 'males': {'aged_18_29': {'total_votes': 22849, 'rating': 9.0}, 'all_votes': {'total_votes': 34010, 'rating': 9.0}, 'aged_30_44': {'total_votes': 6349, 'rating': 8.8}, 'aged_under_18': {'total_votes': 524, 'rating': 8.9}, 'aged_over_45': {'total_votes': 643, 'rating': 8.1}}, 'votes_per_ratings': {'3': 175, '5': 431, '8': 6822, '4': 224, '1': 1756, '2': 191, '6': 851, '7': 2598, '10': 30007, '9': 12578}}","['Japanese', 'English']"
22,"Das Boot","A World War II German U-Boat crew have a terrifying patrol mission in the early days of the war.",1,"9.0","TV Mini-Series (1985","4h 53min",6,6,1,"http://www.imdb.com/title/tt0081834/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_29","2017-12-20 11:46:06.774384",16237,"{'total_votes': 16237, 'females': {'aged_18_29': {'total_votes': 197, 'rating': 8.6}, 'all_votes': {'total_votes': 923, 'rating': 8.8}, 'aged_30_44': {'total_votes': 377, 'rating': 8.8}, 'aged_under_18': {'total_votes': 1, 'rating': 9.0}, 'aged_over_45': {'total_votes': 313, 'rating': 8.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt0081834/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 2873, 'rating': 8.9}, 'all_votes': {'total_votes': 16237, 'rating': 9.0}, 'aged_30_44': {'total_votes': 6374, 'rating': 9.0}, 'aged_under_18': {'total_votes': 24, 'rating': 8.5}, 'aged_over_45': {'total_votes': 3137, 'rating': 9.0}}, 'males': {'aged_18_29': {'total_votes': 2646, 'rating': 8.9}, 'all_votes': {'total_votes': 11943, 'rating': 9.0}, 'aged_30_44': {'total_votes': 5927, 'rating': 9.0}, 'aged_under_18': {'total_votes': 23, 'rating': 8.4}, 'aged_over_45': {'total_votes': 2788, 'rating': 9.0}}, 'votes_per_ratings': {'3': 37, '5': 112, '8': 2865, '4': 56, '1': 303, '2': 46, '6': 264, '7': 872, '10': 6206, '9': 5476}}","['German']"
23,"Cowboy Bebop","The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.",1,"8.9","1998–2003","24min",6,27,1,"http://www.imdb.com/title/tt0213338/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_31","2017-12-20 11:46:13.667665",63359,"{'total_votes': 63359, 'females': {'aged_18_29': {'total_votes': 3047, 'rating': 8.9}, 'all_votes': {'total_votes': 5838, 'rating': 8.9}, 'aged_30_44': {'total_votes': 2170, 'rating': 8.9}, 'aged_under_18': {'total_votes': 26, 'rating': 9.1}, 'aged_over_45': {'total_votes': 354, 'rating': 7.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0213338/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 25238, 'rating': 9.0}, 'all_votes': {'total_votes': 63359, 'rating': 8.9}, 'aged_30_44': {'total_votes': 20063, 'rating': 9.0}, 'aged_under_18': {'total_votes': 200, 'rating': 8.9}, 'aged_over_45': {'total_votes': 2272, 'rating': 8.2}}, 'males': {'aged_18_29': {'total_votes': 21959, 'rating': 9.0}, 'all_votes': {'total_votes': 43702, 'rating': 9.0}, 'aged_30_44': {'total_votes': 17671, 'rating': 9.0}, 'aged_under_18': {'total_votes': 170, 'rating': 8.9}, 'aged_over_45': {'total_votes': 1870, 'rating': 8.2}}, 'votes_per_ratings': {'3': 223, '5': 560, '8': 7883, '4': 271, '1': 4841, '2': 250, '6': 1200, '7': 3207, '10': 28975, '9': 15949}}","['Japanese', 'English']"
24,"Stranger Things","When a young boy disappears, his mother, a police chief, and his friends must confront terrifying forces in order to get him back.",3,"9.0","2016–","51min",5,19,1,"http://www.imdb.com/title/tt4574334/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_33","2017-12-20 11:46:25.619518",420759,"{'total_votes': 420759, 'females': {'aged_18_29': {'total_votes': 32915, 'rating': 9.1}, 'all_votes': {'total_votes': 68535, 'rating': 9.0}, 'aged_30_44': {'total_votes': 21069, 'rating': 9.0}, 'aged_under_18': {'total_votes': 894, 'rating': 9.4}, 'aged_over_45': {'total_votes': 4764, 'rating': 8.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt4574334/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 131973, 'rating': 9.0}, 'all_votes': {'total_votes': 420759, 'rating': 9.0}, 'aged_30_44': {'total_votes': 108183, 'rating': 8.9}, 'aged_under_18': {'total_votes': 3089, 'rating': 9.2}, 'aged_over_45': {'total_votes': 20993, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 97639, 'rating': 9.0}, 'all_votes': {'total_votes': 228522, 'rating': 8.9}, 'aged_30_44': {'total_votes': 85358, 'rating': 8.9}, 'aged_under_18': {'total_votes': 2166, 'rating': 9.1}, 'aged_over_45': {'total_votes': 15813, 'rating': 8.6}}, 'votes_per_ratings': {'3': 1081, '5': 2815, '8': 65426, '4': 1466, '1': 2833, '2': 814, '6': 6772, '7': 21682, '10': 184139, '9': 133731}}","['English']"
25,"Westworld","Set at the intersection of the near future and the reimagined past, explore a world in which every human appetite, no matter how noble or depraved, can be indulged without consequence.",1,"8.9","2016–","1h 2min",6,10,1,"http://www.imdb.com/title/tt0475784/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_35","2017-12-20 11:46:37.780231",238397,"{'total_votes': 238397, 'females': {'aged_18_29': {'total_votes': 14609, 'rating': 9.0}, 'all_votes': {'total_votes': 30212, 'rating': 8.8}, 'aged_30_44': {'total_votes': 9950, 'rating': 8.7}, 'aged_under_18': {'total_votes': 138, 'rating': 9.2}, 'aged_over_45': {'total_votes': 2351, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0475784/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 81196, 'rating': 9.1}, 'all_votes': {'total_votes': 238397, 'rating': 8.9}, 'aged_30_44': {'total_votes': 62460, 'rating': 8.8}, 'aged_under_18': {'total_votes': 945, 'rating': 9.2}, 'aged_over_45': {'total_votes': 13348, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 65680, 'rating': 9.1}, 'all_votes': {'total_votes': 143837, 'rating': 9.0}, 'aged_30_44': {'total_votes': 51512, 'rating': 8.8}, 'aged_under_18': {'total_votes': 801, 'rating': 9.2}, 'aged_over_45': {'total_votes': 10713, 'rating': 8.5}}, 'votes_per_ratings': {'3': 814, '5': 2284, '8': 35155, '4': 1120, '1': 2765, '2': 724, '6': 4910, '7': 13197, '10': 103917, '9': 73511}}","['English']"
26,"Arrested Development","Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.",4,"8.9","2003–","8h 9min",4,68,1,"http://www.imdb.com/title/tt0367279/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=2398042182&pf_rd_r=0J30GWKBJCBE25N9PV5E&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_37","2017-12-20 11:46:45.683587",233050,"{'total_votes': 233050, 'females': {'aged_18_29': {'total_votes': 18085, 'rating': 8.9}, 'all_votes': {'total_votes': 38619, 'rating': 8.9}, 'aged_30_44': {'total_votes': 15945, 'rating': 8.9}, 'aged_under_18': {'total_votes': 63, 'rating': 8.9}, 'aged_over_45': {'total_votes': 2691, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0367279/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 86339, 'rating': 9.0}, 'all_votes': {'total_votes': 233050, 'rating': 8.9}, 'aged_30_44': {'total_votes': 85147, 'rating': 9.0}, 'aged_under_18': {'total_votes': 389, 'rating': 8.7}, 'aged_over_45': {'total_votes': 12232, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 67554, 'rating': 9.0}, 'all_votes': {'total_votes': 152207, 'rating': 8.9}, 'aged_30_44': {'total_votes': 68373, 'rating': 9.0}, 'aged_under_18': {'total_votes': 323, 'rating': 8.7}, 'aged_over_45': {'total_votes': 9320, 'rating': 8.5}}, 'votes_per_ratings': {'3': 1180, '5': 2943, '8': 30119, '4': 1583, '1': 9947, '2': 1078, '6': 5548, '7': 14029, '10': 116229, '9': 50394}}","['English']"
